district,area,bedrooms,garage,type,rent
Vila Califórnia,25,1,0,Casa,680
Jardim Colombo,70,2,3,Casa,2590
Ipiranga,34,1,0,Apartamento,1600
Jardim Flor da Montanha,87,2,1,Apartamento,3600
Consolação,51,2,1,Apartamento,4500
Consolação,35,1,1,Studio e kitnet,3200
Vila Buarque,45,2,1,Apartamento,2000
Jardim Arize,250,3,2,Casa,4000
Parque Maria Luiza,50,1,0,Casa,1160
Jardim Umuarama,75,3,2,Apartamento,1790
Santa Efigênia,42,1,0,Studio e kitnet,1120
Vila Santa Luzia,60,1,0,Casa,850
Aclimação,45,1,1,Apartamento,2749
Cursino,50,1,0,Casa em condomínio,1287
Brás,28,1,0,Studio e kitnet,2130
Cidade Mãe do Céu,50,2,1,Apartamento,2600
Perdizes,126,3,2,Apartamento,4944
Suísso,62,2,1,Apartamento,3000
Parque Mandaqui,130,3,3,Casa,4100
Chácara Inglesa,68,2,1,Apartamento,2184
Paulicéia,72,2,0,Casa,1310
Vila Monte Alegre,48,1,0,Apartamento,2125
Real Parque,70,2,1,Apartamento,2008
Vila Pirituba,50,2,0,Apartamento,3330
Vila Alexandria,70,3,1,Apartamento,2800
Indianópolis,66,2,1,Apartamento,4830
Mauá,87,3,2,Apartamento,4950
República,56,1,0,Apartamento,1200
Bela Vista,35,1,0,Apartamento,2200
Bela Vista,39,1,0,Apartamento,1300
Vila Marina,30,1,0,Studio e kitnet,759
Cambuci,78,3,1,Apartamento,2231
Centro Histórico de São Paulo,58,1,1,Apartamento,5000
Paulicéia,171,3,3,Casa,2340
Tucuruvi,55,2,0,Apartamento,1700
Vila Santo Antônio,115,3,2,Apartamento,6000
Vila Mariana,30,1,0,Studio e kitnet,3500
Vila Guilhermina,40,1,0,Apartamento,1750
Jardim Boa Vista (zona Oeste),130,6,3,Studio e kitnet,3000
Vila Bela Vista (zona Norte),48,2,1,Apartamento,3104
Vila Oratório,85,2,0,Apartamento,1900
Vila Valparaiso,58,2,1,Apartamento,1990
Vila Celeste,45,1,0,Casa,908
Jardim Caner,63,3,1,Apartamento,2300
Vila Carrao,63,2,1,Apartamento,2920
Jardim Vila Formosa,50,2,0,Studio e kitnet,6000
Vila Pompéia,102,2,2,Apartamento,6500
Vila Santa Teresa,58,2,1,Apartamento,2220
Cerqueira César,54,1,0,Apartamento,4000
Vila Ede,100,3,2,Casa,2700
Cambuci,60,2,1,Apartamento,1932
Cidade Mãe do Céu,34,2,1,Apartamento,2300
Brooklin Paulista,168,3,2,Casa em condomínio,9000
Indianópolis,38,1,1,Studio e kitnet,3000
Centro,210,3,1,Apartamento,2500
Vila Ipojuca,130,2,2,Apartamento,6500
Vila Bertioga,39,2,1,Apartamento,2590
Consolação,25,1,0,Studio e kitnet,3000
Vila Matilde,49,2,0,Apartamento,2500
Vila Sofia,90,3,2,Apartamento,1450
Vila Gomes Cardim,95,3,3,Apartamento,4000
Jardim Aeroporto,73,2,2,Apartamento,5000
Butantã,28,1,0,Apartamento,2000
Barra Funda,35,2,1,Apartamento,2125
Cerqueira César,56,2,0,Apartamento,4600
Vila Valparaíso,130,3,3,Apartamento,2900
Vila Santa Maria,80,2,1,Casa,2200
Campos Elíseos,39,1,1,Apartamento,1200
Jardim Leonor,160,3,3,Casa,4500
Vila Monumento,64,2,1,Apartamento,3000
Rio Pequeno,35,1,0,Apartamento,1000
Jardim São Judas Tadeu,62,2,1,Apartamento,1500
Mirandópolis,33,1,1,Apartamento,2000
Vila Palmeiras,40,1,0,Studio e kitnet,808
Jaguaré,91,3,0,Apartamento,2500
Bom Retiro,80,2,0,Apartamento,2450
Sítio do Mandaqui,40,1,0,Casa,1068
Vila das Merces,29,1,1,Casa,949
Vila Pereira Cerca,200,3,3,Casa,5100
Bela Vista,30,1,0,Studio e kitnet,4270
Vila Arapua,63,3,1,Apartamento,1890
Perdizes,33,1,0,Studio e kitnet,2220
Vila Santo Estefano,60,2,1,Apartamento,4230
Bela Vista,33,1,0,Apartamento,2420
Mooca,50,2,1,Apartamento,1640
Parque da Mooca,80,2,1,Apartamento,3000
Cerqueira César,91,3,0,Apartamento,2800
Vila Suzana,375,4,4,Apartamento,15000
Bom Retiro,30,1,1,Studio e kitnet,2300
Vila Matilde,40,2,0,Apartamento,1800
Vila da Saúde,24,1,0,Apartamento,2400
Vila Vera,63,2,1,Apartamento,3000
Vila Paulista,55,2,1,Apartamento,2200
Jardim Celeste,57,2,1,Apartamento,1370
Vila Buarque,39,1,1,Studio e kitnet,1400
Perdizes,40,2,1,Apartamento,2300
Vila Mariana,35,1,1,Apartamento,2670
Vila Mariana,22,1,0,Apartamento,2560
Jabaquara,51,2,1,Apartamento,2800
Ipiranga,210,3,2,Casa,8000
Barra Funda,35,2,1,Apartamento,1700
Chácara Mafalda,43,2,1,Apartamento,1980
Vila Parque Jabaquara,52,2,1,Apartamento,3200
Perdizes,112,3,1,Apartamento,3985
Chácara Inglesa,50,2,1,Apartamento,1840
Vila Alpina,121,3,1,Casa,3900
Vila Andrade,67,3,1,Apartamento,2900
Vila Butantã,14,1,0,Studio e kitnet,1100
Jardim das Acacias,27,1,0,Studio e kitnet,3320
Jardim Brasil (zona Sul),75,2,1,Apartamento,1700
Lauzane Paulista,63,3,1,Apartamento,2120
Vila Esperança,72,3,1,Apartamento,3000
Jardim Aeroporto,25,1,0,Studio e kitnet,1990
Jardim Vila Formosa,54,2,0,Studio e kitnet,6000
Vila Nilo,25,1,1,Apartamento,1800
Brooklin,50,1,1,Apartamento,2660
Perdizes,37,1,0,Studio e kitnet,2500
Vila Andrade,55,2,1,Apartamento,2060
Jardim Santo Antônio,103,2,2,Casa,8000
Vila Leopoldina,70,3,1,Apartamento,4100
Parque Oratório,70,2,2,Casa,3750
Vila Constança,88,2,1,Casa em condomínio,3000
Jardim Iva,42,2,0,Apartamento,2000
Ipiranga,39,1,1,Apartamento,1880
Sumarezinho,87,2,0,Apartamento,3100
Vila Tolstoi,100,3,2,Casa,4000
Moema,130,3,2,Apartamento,8200
Jardim Paulista,33,1,1,Apartamento,4500
Vila Olímpia,120,3,2,Casa,5300
Consolação,25,1,0,Apartamento,2460
Jardim Europa,98,2,2,Apartamento,4500
República,27,1,1,Studio e kitnet,2200
Brooklin Paulista,66,2,1,Apartamento,6500
Vila Olímpia,160,2,2,Apartamento,7460
Barra Funda,36,2,0,Apartamento,1850
Pinheiros,54,2,1,Apartamento,4977
Itaim Bibi,85,1,2,Apartamento,7839
Campo Belo,58,1,2,Apartamento,5800
Vila São João Batista,70,2,2,Casa em condomínio,2500
Vila Amalia (zona Norte),50,2,1,Apartamento,1800
Vila Mariana,30,1,1,Apartamento,4100
Interlagos,66,3,1,Apartamento,3000
Bela Vista,42,1,2,Studio e kitnet,3300
Indianópolis,50,1,1,Apartamento,4000
Perdizes,26,1,0,Studio e kitnet,2428
Tucuruvi,50,2,1,Apartamento,2240
Socorro,70,3,1,Apartamento,3190
Vila Andrade,163,3,3,Apartamento,11000
Mooca,47,1,1,Apartamento,2700
Vila Santa Catarina,81,2,1,Apartamento,6800
Jardim Peri,80,2,0,Casa,1800
Vila Olímpia ,123,3,2,Apartamento,7800
Consolação,26,1,0,Studio e kitnet,2230
Vila Clementino,70,1,0,Apartamento,2615
Jardim Paulista,45,1,1,Studio e kitnet,5200
Vila Olímpia,70,3,1,Apartamento,3900
Vila Pompéia,154,4,3,Apartamento,4700
Vila Andrade,160,3,4,Apartamento,8000
Barra Funda,80,2,1,Apartamento,3000
Jardim Paulista,75,2,2,Apartamento,5460
Jardim Paulista,106,3,2,Apartamento,9800
Jardim Ampliação,35,1,1,Studio e kitnet,2400
Loteamento City Jaragua,45,2,1,Apartamento,2125
Cidade Ademar,54,2,1,Apartamento,1955
Itaim Bibi,120,2,1,Apartamento,7500
Campos Elíseos,79,3,0,Apartamento,1800
Jardim Glória,55,2,1,Apartamento,2800
Vila Santa Catarina,98,3,1,Apartamento,2100
Jardim Aeroporto,63,2,1,Apartamento,5200
Itaim Bibi,28,1,0,Apartamento,5000
Vila Olímpia,77,3,1,Apartamento,4500
Vila Gomes,60,2,1,Apartamento,4523
Real Parque,170,1,2,Apartamento,8000
Alto da Lapa,90,3,1,Apartamento,3000
Santa Paula,42,1,1,Apartamento,2290
Jardim Ampliação,75,2,2,Apartamento,2395
Vila Ester (zona Norte),126,3,3,Apartamento,3010
Itaim Bibi,29,1,1,Studio e kitnet,5700
Cidade Monções,105,2,2,Apartamento,12500
Vila Olímpia,28,1,1,Studio e kitnet,3499
Alto de Pinheiros,113,3,2,Apartamento,8000
Consolação,28,1,0,Apartamento,4500
Campo Belo,75,2,1,Apartamento,3800
Santa Cecília,62,2,2,Apartamento,2840
Santana,100,3,1,Casa,3000
Centro,40,1,0,Studio e kitnet,1850
Santa Cecilia,78,2,1,Apartamento,3300
Jardim Independência (são Paulo),69,3,1,Apartamento,1500
Cerqueira César,140,2,1,Apartamento,15000
Cerqueira César,55,1,1,Apartamento,5500
Itaim Bibi,82,2,2,Apartamento,11250
Parque da Mooca,80,2,1,Apartamento,3500
Consolação,42,1,1,Studio e kitnet,2200
Vila Mariana,85,2,2,Apartamento,15000
Vila Mariana,27,1,0,Apartamento,4200
Higienópolis,135,4,1,Apartamento,4550
Itaim Bibi,30,1,1,Apartamento,4500
Freguesia do Ó,97,3,1,Apartamento,2400
Brás,62,2,1,Apartamento,1800
Vila Santo Estéfano,70,1,0,Casa,1400
Vila Romana,70,2,0,Casa,2500
Vila Invernada,65,1,1,Casa,1386
Engenheiro Goulart,58,2,1,Apartamento,1405
Tatuapé,50,1,0,Casa,1128
Vila Guilherme,70,2,0,Apartamento,1387
Brás,55,1,0,Apartamento,1103
Cursino,250,2,1,Casa,3200
Tatuapé,110,3,0,Casa em condomínio,2200
Vila das Palmeiras,55,2,1,Apartamento,2200
Jardim Santa Cruz (sacomã),220,4,4,Casa,3100
Santa Teresinha,120,4,0,Apartamento,2500
Campos Elíseos,66,2,0,Apartamento,2000
Parque Imperial,109,2,3,Casa,2650
Sé,44,1,0,Apartamento,1000
Brás,54,1,0,Apartamento,1400
Parque Jabaquara,147,3,2,Casa,3440
Jabaquara,86,2,2,Casa em condomínio,2600
Vila Sao Vicente,130,2,2,Casa,2300
Jardim Guanca,120,3,2,Casa,3200
Vila Mercedes,70,1,0,Casa,1057
Vila Gumercindo,60,2,2,Apartamento,2550
Vila Bertioga,60,2,0,Studio e kitnet,1280
Quinta da Paineira,100,2,0,Casa,1850
Nossa Senhora do Ó,70,2,0,Apartamento,1770
Campestre,180,3,2,Casa,3270
Vila Monumento,98,1,2,Casa,1600
Jardim Bela Vista,190,3,2,Casa,2300
Santa Efigênia,30,1,0,Studio e kitnet,820
Vila Mariana,90,3,1,Casa,4000
Vila Vera,56,1,0,Apartamento,1460
Bela Vista,56,1,0,Studio e kitnet,2200
Planalto Paulista,190,3,3,Casa,4500
Vila Zilda,31,1,0,Studio e kitnet,2300
Vila Antonieta,50,1,0,Casa,1240
Parque Novo Mundo,20,1,0,Studio e kitnet,617
Jardim Piqueroby,37,1,0,Apartamento,1250
Jardim Brasília (zona Norte),64,1,0,Apartamento,1100
Tatuapé,36,1,0,Studio e kitnet,950
Jardim São Paulo(zona Norte),182,3,3,Casa,3333
Vila Moinho Velho,123,3,1,Casa,3700
Piqueri,30,1,0,Apartamento,1380
Vila Gumercindo,156,3,2,Casa,5130
Bela Vista,62,2,1,Apartamento,3700
Cangaiba,45,2,1,Apartamento,1100
Liberdade,40,1,0,Apartamento,1750
Jardim Luanda,110,3,2,Casa,3500
Cambuci,51,2,1,Apartamento,2200
Vila Guilherme,47,2,1,Apartamento,1700
Vila Leopoldina,30,1,0,Casa,1250
Jardim Ângela (zona Leste),90,3,1,Casa,1550
Vila Matilde,250,3,4,Casa,3100
Jardim Toscana,47,1,0,Apartamento,1070
Sítio do Mandaqui,54,2,1,Apartamento,1500
Jardim Brasil (zona Sul),63,2,1,Apartamento,2800
Vila Ester,100,2,1,Casa,1900
Vila Nova York,38,1,0,Apartamento,1200
Vila Olinda,234,3,6,Casa,4310
Jardim da Gloria,32,2,0,Apartamento,3000
Vila Primavera,60,2,0,Casa,1327
Santa Ifigênia,46,1,0,Apartamento,864
Bela Vista,60,2,1,Apartamento,3500
Santana,45,1,2,Studio e kitnet,2250
Jardim Ampliação,36,1,1,Apartamento,2200
Jardim Taquaral,74,3,2,Apartamento,2600
Jardim Santa Monica,190,3,3,Casa,2600
Bela Vista,50,1,0,Studio e kitnet,1750
Jardim Aurelia,29,1,0,Studio e kitnet,1550
Ipiranga,199,3,6,Casa,6065
Vila Mariana,80,2,0,Apartamento,1800
Bela Vista,34,1,0,Apartamento,1100
Vila Guilherme,45,2,0,Apartamento,1200
Chácara Santo Antônio (zona Leste),130,3,2,Casa,4700
Vila Penteado,70,1,1,Casa,1000
Sítio da Figueira,44,2,1,Apartamento,1500
Jardim das Acácias,29,1,0,Studio e kitnet,3000
Vila Paulicéia,134,3,4,Casa,4200
Liberdade,32,1,0,Studio e kitnet,810
Alto de Pinheiros,57,2,0,Apartamento,2450
Vila Mariana,59,2,1,Apartamento,2900
Vila Formosa,25,1,0,Casa,1250
Parque Fongaro,170,2,1,Casa,2200
Vila Brasilina,100,2,1,Casa,1800
Rudge Ramos,65,2,1,Apartamento,3000
Jardim São Paulo(zona Norte),25,1,0,Casa em condomínio,1500
Mooca,61,2,0,Apartamento,1766
Mooca,90,3,2,Apartamento,2040
Bela Vista,40,1,0,Studio e kitnet,1940
Barra Funda,78,2,0,Apartamento,2310
Suiço,110,1,1,Casa,1950
Campos Elíseos,35,1,0,Studio e kitnet,900
Vila Ipojuca,210,3,0,Casa,4000
Vila Carrão,167,3,2,Casa,4300
Macedo,142,2,2,Casa,4000
Aclimação,220,3,2,Casa,5810
Vila Dom Pedro I,41,1,2,Apartamento,2600
Casa Verde,80,2,2,Apartamento,4200
Santa Ifigênia,50,1,0,Apartamento,1750
Bela Vista,35,1,0,Studio e kitnet,999
Campanário,40,1,1,Apartamento,1260
Brás,30,1,0,Apartamento,1250
Liberdade,46,1,0,Studio e kitnet,1880
Vila Nova Conceição,90,2,0,Apartamento,3500
Bela Vista,125,3,1,Casa em condomínio,6000
Brooklin Paulista,36,1,1,Studio e kitnet,3400
Vila Formosa,150,2,2,Casa,2200
Chácara Inglesa,110,2,1,Casa,2350
Vila Guilhermina,120,2,2,Casa,3300
Jardim,67,2,1,Apartamento,2180
Belenzinho,60,2,0,Apartamento,1600
Jardim Anny,58,2,1,Apartamento,1840
Vila Santa Catarina,80,1,1,Casa,2300
Vila Zat,65,2,0,Apartamento,1670
Vila Mariana,87,3,0,Apartamento,2851
Liberdade,45,1,0,Apartamento,1200
Vila São Geraldo,80,2,1,Casa,1800
Jardim Santo Amaro,66,3,2,Apartamento,2920
Campestre,40,1,0,Studio e kitnet,1500
Vila Gumercindo,60,2,1,Apartamento,2300
Vila Mariana,66,2,1,Apartamento,2910
Vila Centenário,140,3,2,Casa,3500
Bela Vista,60,1,1,Apartamento,3060
Parque da Vila Prudente,32,1,0,Studio e kitnet,2100
Vila Mariana,220,3,2,Casa,13000
Vila Paulista,59,1,1,Apartamento,3500
Vila Gumercindo,56,2,1,Apartamento,2500
Vila Buenos Aires,70,2,1,Casa,1390
Vila Sao Nicolau,157,3,2,Casa,2500
Saúde,84,3,2,Apartamento,3400
Jardim São Paulo,31,1,0,Studio e kitnet,1870
Vila Firmiano Pinto,192,4,2,Casa,4800
Barra Funda,70,1,0,Casa,1800
Jaguaré,63,2,1,Apartamento,3060
Vila da Saúde,65,2,1,Apartamento,1669
Moinho Velho,65,2,1,Apartamento,1550
Engenheiro Goulart,53,2,1,Apartamento,1200
Ferreira,97,2,1,Casa,2300
Vila Buarque,32,1,0,Studio e kitnet,1260
Vila Pirituba,36,2,0,Apartamento,1380
Taboão,100,2,1,Casa,1850
Centro,22,1,0,Studio e kitnet,1790
Ipiranga,120,2,1,Casa,4000
Jardim Alzira,95,3,2,Casa,3200
Morumbi,36,2,0,Apartamento,1690
Vila do Encontro,59,2,1,Apartamento,1550
Pinheiros,135,3,2,Casa,5500
Piqueri,125,2,1,Casa,2400
Vila Roque,50,1,0,Casa,1100
Vila Gustavo,120,2,3,Casa,2730
Parque Fongaro,61,3,1,Apartamento,1785
Taboão,100,3,1,Casa,2500
Cerqueira César,80,2,1,Apartamento,4300
Jardim Oriental,60,1,0,Casa,1350
Vila Formosa,50,1,1,Casa,850
Jardim Prudência,63,2,2,Apartamento,4190
Vila Campestre,110,2,2,Casa,2350
Bela Vista,35,1,0,Apartamento,1400
Canhema,44,2,1,Apartamento,2065
Consolação,62,1,0,Apartamento,2000
Real Parque,26,1,0,Studio e kitnet,1345
Casa Verde Alta,58,2,1,Apartamento,1250
Ipiranga,126,2,2,Casa,4000
Vila Caraguatá,46,2,1,Apartamento,1500
Santa Cecilia,50,1,0,Apartamento,1940
Vila Ipojuca,16,1,0,Apartamento,1320
Vila Brasilina,40,1,1,Studio e kitnet,1150
Vila Moraes,63,2,1,Apartamento,3100
Vila Firmiano Pinto,70,3,1,Apartamento,1575
Vila Monte Alegre,60,2,1,Apartamento,2500
Vila Mariana,90,2,0,Apartamento,3000
Parque Jabaquara,107,3,2,Casa,3500
Jardim da Saúde,52,2,0,Apartamento,1530
Vila Antônio dos Santos,25,1,1,Casa,1000
Perdizes,39,1,0,Apartamento,1400
Rudge Ramos,79,3,2,Apartamento,1770
Guapira,70,2,1,Apartamento,2000
Vila Monumento,210,3,2,Casa,4800
República,81,1,0,Apartamento,2500
Vila Portuguesa,40,1,0,Casa em condomínio,1300
Vila Buenos Aires,51,2,1,Apartamento,1498
Perdizes,80,2,1,Apartamento,7000
Santana,67,2,2,Apartamento,4000
Sítio do Mandaqui,59,2,1,Apartamento,2660
Chácara Santo Antônio (zona Sul),120,2,4,Casa,4500
Água Branca,65,2,2,Apartamento,4000
Vila Mira,52,2,1,Apartamento,1470
Parque Imperial,31,1,0,Casa,1500
Cidade Mãe do Céu,49,2,1,Apartamento,2800
Luz,63,3,1,Apartamento,2675
Santana,100,3,0,Apartamento,2740
Santa Teresinha,70,3,1,Apartamento,2600
Centro Histórico de São Paulo,39,1,0,Apartamento,1269
Vila Paulista,60,2,1,Apartamento,1590
Liberdade,31,1,0,Studio e kitnet,1750
Jardim das Vertentes,60,2,1,Apartamento,2750
Mooca,79,3,1,Apartamento,4041
Bela Vista,33,1,0,Studio e kitnet,1265
Jardim Maria Estela,50,2,1,Apartamento,1600
Chácara Inglesa,70,2,1,Casa,1850
Vila Pompéia,50,2,1,Apartamento,2238
Jardim Paulista,78,2,0,Apartamento,3800
Jardim Rosa de Franca,126,2,1,Casa,2570
Vila Mariana,43,1,0,Studio e kitnet,1215
Vila Monumento,19,1,0,Apartamento,1050
Vila Galvão,62,2,1,Apartamento,1790
Vila Leonor,40,2,1,Apartamento,1480
Liberdade,54,2,1,Apartamento,2830
Saúde,22,1,0,Casa,920
Jardim Bonfiglioli,250,2,1,Casa,3200
Jardim Rosa de Franca,90,2,1,Casa,1800
Morumbi,0,3,2,Casa,3200
Bela Vista,39,1,0,Apartamento,2300
Vila Buarque,36,1,0,Apartamento,1160
Piqueri,100,2,0,Casa,1680
Jardim Paulista,37,1,1,Studio e kitnet,3500
Centro Histórico de São Paulo,47,1,0,Apartamento,3500
Consolação,64,2,1,Apartamento,4500
Vila Prudente,85,2,0,Apartamento,1240
Jardim Bom Clima,120,2,1,Casa,1950
Santana,35,1,0,Apartamento,985
Cerqueira César,92,2,0,Apartamento,3500
Bela Vista,25,1,0,Apartamento,3300
Parque Imperial,83,3,2,Apartamento,4200
Campos Elíseos,60,2,0,Apartamento,1360
Perdizes,126,3,0,Apartamento,4500
Vila Mariana,70,2,1,Apartamento,3600
Brás,42,1,0,Apartamento,1955
Santa Ifigênia,69,1,0,Apartamento,1800
Centro Histórico de São Paulo,49,2,0,Apartamento,1600
Santana,58,2,1,Apartamento,2000
Vila Buarque,47,1,1,Apartamento,2820
Barra Funda,67,2,1,Apartamento,3000
Santa Ifigênia,39,1,1,Studio e kitnet,2600
Jardim Sao Judas Tadeu,56,2,1,Apartamento,1220
Taboão,29,1,0,Casa,600
Sumarezinho,50,2,1,Apartamento,2650
Planalto Paulista,120,3,1,Casa,3600
Tatuapé,165,3,3,Apartamento,9000
Vila Bertioga,36,2,0,Apartamento,2430
Sítio da Figueira,76,3,1,Apartamento,1900
Água Fria,65,2,0,Apartamento,1200
Vila Mariana,60,1,0,Apartamento,2100
Vila do Encontro,90,2,0,Casa,1330
Consolação,57,1,1,Apartamento,4500
Centro Histórico de São Paulo,44,1,0,Studio e kitnet,2600
Jardim Filhos da Terra,102,2,0,Apartamento,7690
Jardim Filhos da Terra,101,2,0,Apartamento,7690
Vila Clementino,106,3,2,Apartamento,4980
Água Rasa,92,3,1,Apartamento,2600
Jardim Vila Formosa,77,2,0,Apartamento,6000
Jardim Vila Formosa,77,2,1,Studio e kitnet,6000
Vila Amália (zona Norte),45,2,1,Apartamento,1071
Jaguaré,21,1,0,Casa,1280
República,29,1,0,Apartamento,1427
Vila Andrade,63,3,1,Apartamento,3100
Vila Mariana,75,2,0,Apartamento,2650
Vila Brasilandia,50,2,0,Apartamento,1445
Jardim Vila Formosa,76,2,1,Studio e kitnet,6000
Vila Bonilha,80,2,0,Casa,1260
Alto de Pinheiros,49,1,1,Apartamento,4100
Parque da Mooca,59,2,2,Apartamento,2360
Bela Vista,22,0,0,Studio e kitnet,1700
Jardim Brasil (zona Norte),74,3,0,Apartamento,1680
Cidade Monções,64,2,1,Apartamento,4500
Parque das Nações,100,3,0,Casa,2800
Vila Olímpia,60,2,1,Apartamento,5239
Vila Pirituba,40,1,1,Apartamento,1700
Americanópolis,50,2,0,Casa em condomínio,1275
Centro,66,2,0,Apartamento,2500
Cambuci,41,2,1,Apartamento,2200
Bela Vista,26,1,0,Apartamento,1997
Jardim Luanda,77,3,1,Apartamento,2500
Vila Olímpia,74,2,1,Apartamento,5500
Vila Antonieta,40,2,1,Apartamento,1324
Vila Alpina,62,2,0,Apartamento,2200
Santana,40,1,0,Apartamento,3500
Jardim das Flores,51,2,1,Apartamento,2920
Chácara Inglesa,41,1,0,Apartamento,2420
Lauzane Paulista,58,2,1,Apartamento,1450
Penha de França,49,2,1,Apartamento,2400
Santana,38,1,1,Apartamento,2600
Santana,36,2,0,Apartamento,1600
Vila Formosa,76,3,0,Apartamento,2300
Pinheiros,150,3,1,Casa,5543
Vila Mariana,25,1,0,Apartamento,3550
Jardim Monte Kemel,62,2,1,Apartamento,2820
Vila Silveira,94,3,1,Apartamento,2200
Parque Continental I,20,1,0,Casa,700
Vila Guarani (z Sul),95,3,1,Apartamento,2434
Jardim Paulista,86,2,0,Apartamento,3000
Vila Monte Alegre,77,3,2,Apartamento,2319
Jardim São Paulo(zona Norte),75,3,1,Apartamento,2400
Ipiranga,100,3,1,Casa,4840
Sapopemba,50,2,0,Casa,1110
Brás,19,1,0,Apartamento,2450
Bela Vista,48,1,0,Apartamento,2100
Parque Colonial,237,2,2,Casa,7800
Chácara Cruzeiro do Sul,107,2,2,Casa,2500
Vila Campestre,170,3,1,Casa,1900
Penha de França,126,2,2,Casa,5500
Parada Inglesa,50,2,0,Apartamento,3100
Jardim Primavera (zona Norte),40,1,0,Casa,1300
Jardim Vila Mariana,140,3,3,Apartamento,3990
Tucuruvi,42,2,0,Apartamento,1290
Jardim Vila Formosa,57,2,1,Apartamento,6000
Aclimação,107,3,1,Apartamento,2500
Vila Cruzeiro,59,1,1,Apartamento,3999
Vila Formosa,93,2,2,Casa,5440
Pinheiros,65,2,1,Apartamento,3300
Pinheiros,39,1,1,Apartamento,3760
Penha de França,103,3,1,Apartamento,2500
Cidade Monções,48,1,1,Apartamento,2300
Vila Mariana,110,3,1,Apartamento,6500
Parque João Ramalho,67,3,1,Apartamento,2350
Vila Andrade,49,2,1,Apartamento,2240
Vila Mariana,116,4,2,Apartamento,4800
Jardim Vila Formosa,48,2,0,Apartamento,6000
Pinheiros,56,1,2,Apartamento,5000
Vila Congonhas,30,1,0,Casa,2200
Vila Alpina,45,2,1,Apartamento,2200
Santa Efigênia,42,1,0,Apartamento,1275
Centro,40,1,1,Apartamento,1834
Vila Nova Conceição,50,2,1,Apartamento,3500
Vila Mariana,60,2,1,Apartamento,2500
Vila Santa Catarina,79,3,2,Apartamento,2600
Nova Gerty,90,2,1,Apartamento,3500
Mirandópolis,94,3,1,Apartamento,3431
Parque do Estado,51,2,1,Apartamento,1070
Brooklin Novo,65,2,1,Apartamento,3120
Vila Guarani (zona Sul),136,3,1,Casa,3900
Santana,113,3,1,Apartamento,1950
Vila Granada ,70,3,0,Casa,3000
Vila Romano,75,3,1,Casa,3800
Jaçanã,73,2,1,Casa,1350
Jardim Paulistano,60,1,1,Apartamento,5800
Vila Venditti,45,2,1,Apartamento,1800
Vila Mariana,36,1,1,Apartamento,3500
Casa Verde Média,40,1,0,Casa em condomínio,830
Vila Aurora (zona Norte),50,2,0,Casa,1500
Vila Santa Teresa (zona Sul),130,3,2,Casa,3800
Jardim Cidália,91,2,2,Casa,5000
Jardim Santo Antoninho,120,3,2,Casa,4200
Vila Santa Maria,63,2,1,Apartamento,1756
Brás,23,1,0,Studio e kitnet,1700
Perdizes,30,1,0,Apartamento,2520
Rudge Ramos,58,3,1,Apartamento,1600
Cerqueira César,73,2,1,Apartamento,3524
Vila Bertioga,50,2,1,Apartamento,4000
Vila Madalena,58,2,2,Apartamento,3810
Mandaqui,42,2,1,Apartamento,1700
Vila Santa Catarina,30,1,0,Apartamento,2200
Vila Andrade,56,2,1,Apartamento,2480
Santa Cecília,98,2,1,Apartamento,4500
Santana,125,2,1,Casa,5250
Planalto Paulista,14,1,0,Studio e kitnet,923
Brooklin Paulista,120,3,2,Casa,3397
Vila São João,27,1,0,Studio e kitnet,2125
Saúde,84,2,2,Apartamento,5000
Vila Mariana,26,1,0,Studio e kitnet,3200
Recanto Morumbi,112,2,2,Apartamento,2500
Bom Retiro,50,2,1,Apartamento,2230
Vila Congonhas,50,1,1,Apartamento,4100
Moema,48,1,1,Apartamento,3700
Perdizes,25,1,0,Apartamento,2400
Jardim das Acacias,37,1,1,Studio e kitnet,5500
Cidade Mãe do Céu,35,2,1,Studio e kitnet,2300
Taboão,16,1,0,Casa em condomínio,799
Bela Vista,33,1,1,Apartamento,2100
Jardim Sílvia,54,2,1,Apartamento,2000
Ipiranga,172,3,3,Apartamento,13000
Cidade Monções,51,1,1,Apartamento,6800
Nova Piraju,42,1,1,Apartamento,3628
Perdizes,90,2,1,Apartamento,2399
Vila Gertrudes,70,2,1,Apartamento,5800
Jaguaré,53,2,1,Apartamento,3860
Vila Ipojuca,143,3,2,Apartamento,10490
Perdizes,26,1,0,Studio e kitnet,3010
Jardim Paulista,60,1,1,Apartamento,6500
Pinheiros,35,1,0,Apartamento,3900
Vila Anglo Brasileira,110,2,2,Apartamento,15000
Vila Andrade,77,3,1,Apartamento,3980
Vila Andrade,130,3,3,Apartamento,6800
Bela Vista,65,2,1,Apartamento,7500
Consolação,28,1,0,Apartamento,1514
Pari,32,2,0,Apartamento,1200
Boa Vista,20,1,0,Studio e kitnet,750
Vila Nova Conceição,54,1,1,Apartamento,6100
Vila Mariana,27,1,0,Studio e kitnet,4200
Jardim Paulista,106,3,1,Apartamento,3490
Vila Clementino,97,3,2,Apartamento,5500
Maranhão,70,2,0,Apartamento,1558
Jardim Santa Emilia,250,3,5,Casa,2200
Vila Regente Feijó,40,1,0,Apartamento,2800
Catumbi,54,1,0,Apartamento,1250
Santana,130,2,0,Casa,2500
Vila Califórnia,56,1,0,Apartamento,990
Cambuci,55,2,1,Apartamento,2244
